,0,1
0,0.0,0.103005883006
1,1.0,0.132825396825
2,2.0,0.154920634921
3,3.0,0.168825396825
4,4.0,0.184952380952
5,5.0,0.194476190476
6,6.0,0.203238095238
7,7.0,0.213142857143
8,8.0,0.220952380952
9,9.0,0.227619047619
10,10.0,0.23219047619
11,11.0,0.235428571428
12,12.0,0.239428571428
13,13.0,0.242095238095
14,14.0,0.250095238095
15,15.0,0.252761904762
16,16.0,0.265333333333
17,17.0,0.270666666667
18,18.0,0.274666666667
19,19.0,0.278666666666
20,20.0,0.282666666666
21,21.0,0.285333333333
22,22.0,0.289333333333
23,23.0,0.290666666666
24,24.0,0.301333333333
25,25.0,0.304
26,26.0,0.305333333333
27,27.0,0.314666666666
28,28.0,0.314666666666
29,29.0,0.317333333333
30,30.0,0.326666666666
31,31.0,0.337333333333
32,32.0,0.342666666666
33,33.0,0.345333333333
34,34.0,0.354666666666
35,35.0,0.354666666666
36,36.0,0.356
37,37.0,0.362666666666
38,38.0,0.370666666666
39,39.0,0.377333333333
40,40.0,0.384
41,41.0,0.384
42,42.0,0.392
43,43.0,0.392
44,44.0,0.394666666666
45,45.0,0.396
46,46.0,0.396
47,47.0,0.396
48,48.0,0.396
49,49.0,0.397333333333
50,50.0,0.405333333333
51,51.0,0.413333333333
52,52.0,0.421333333333
53,53.0,0.428
54,54.0,0.434666666666
55,55.0,0.434666666666
56,56.0,0.448
57,57.0,0.456
58,58.0,0.457333333333
59,59.0,0.457333333333
60,60.0,0.472
61,61.0,0.472
62,62.0,0.492
63,63.0,0.532
64,64.0,0.532
65,65.0,0.532
66,66.0,0.545333333333
67,67.0,0.545333333333
68,68.0,0.552
69,69.0,0.565333333333
70,70.0,0.585333333333
71,71.0,0.585333333333
72,72.0,0.585333333333
73,73.0,0.592
74,74.0,0.605333333333
75,75.0,0.605333333333
76,76.0,0.605333333333
77,77.0,0.625333333333
78,78.0,0.625333333333
79,79.0,0.625333333333
80,80.0,0.625333333333
81,81.0,0.625333333333
82,82.0,0.625333333333
83,83.0,0.625333333333
84,84.0,0.625333333333
85,85.0,0.638666666666
86,86.0,0.638666666666
87,87.0,0.652
88,88.0,0.658666666667
89,89.0,0.665333333333
90,90.0,0.665333333333
91,91.0,0.665333333333
92,92.0,0.665333333333
93,93.0,0.665333333333
94,94.0,0.665333333333
95,95.0,0.672
96,96.0,0.672
97,97.0,0.678666666667
98,98.0,0.678666666667
99,99.0,0.685333333333
100,100.0,0.685333333333
